,sentence,Mot,Label
139685,9677,of,O
139686,9677,the,O
139687,9677,Study,O
139688,9677,Investigators,O
139689,9677,.,O
139690,9678,Immunocompromised,B-Condition
139691,9678,subject,O
139692,9679,Coagulopathy,B-Condition
139693,9680,Severe,O
139694,9680,liver,B-Condition
139695,9680,and,I-Condition
139696,9680,renal,I-Condition
139697,9680,dysfunction,I-Condition
139698,9681,Preoperative,O
139699,9681,neurological,B-Condition
139700,9681,deficits,I-Condition
139701,9682,The,O
139702,9682,dura,B-Observation
139703,9682,damage,I-Observation
139704,9682,during,O
139705,9682,surgery,B-Procedure
139706,9683,Inability,O
139707,9683,to,O
139708,9683,follow,O
139709,9683,directions,O
139710,9683,or,O
139711,9683,comprehend,O
139712,9683,the,O
139713,9683,English,O
139714,9683,language,O
139715,9683,.,O
139716,9684,Females,O
139717,9684,who,O
139718,9684,are,O
139719,9684,pregnant,O
139720,9684,as,O
139721,9684,determined,O
139722,9684,by,O
139723,9684,positive,O
139724,9684,pregnancy,O
139725,9684,test,O
139726,9684,on,O
139727,9684,or,O
139728,9684,before,O
139729,9684,the,O
139730,9684,day,O
139731,9684,of,O
139732,9684,surgery,O
139733,9684,.,O
139734,9685,Prisoners,B-Person
139735,9685,.,O
139736,9686,Patient,O
139737,9686,refusal,O
139738,9686,to,O
139739,9686,provide,O
139740,9686,informed,O
139741,9686,consent,O
139742,9686,.,O
139743,9687,Allergy,B-Condition
139744,9687,to,O
139745,9687,amide,B-Drug
139746,9687,local,I-Drug
139747,9687,anesthetics,I-Drug
139748,9687,(,O
139749,9687,lidocaine,B-Drug
139750,9687,",",O
139751,9687,bupivacaine,B-Drug
139752,9687,",",O
139753,9687,ropivacaine,B-Drug
139754,9687,),O
139755,9687,or,O
139756,9687,opioid,B-Drug
139757,9687,(,O
139758,9687,fentanyl,B-Drug
139759,9687,),O
139760,9687,.,O
139761,9688,Adult,B-Person
139762,9688,subjects,O
139763,9688,aged,B-Person
139764,9688,18,O
139765,9688,years,O
139766,9688,or,O
139767,9688,older,O
139768,9689,Scheduled,B-Mood
139769,9689,for,I-Mood
139770,9689,elective,O
139771,9689,posterior,B-Procedure
139772,9689,lumbar,I-Procedure
139773,9689,spinal,I-Procedure
139774,9689,fusion,I-Procedure
139775,9689,surgery,I-Procedure
139776,9689,between,O
139777,9689,1,O
139778,9689,and,O
139779,9689,3,O
139780,9689,levels,O
139781,9690,Unable,O
139782,9690,to,O
139783,9690,consent,O
139784,9691,Chronic,O
139785,9691,opioid,B-Condition
139786,9691,consumption,I-Condition
139787,9692,Allergy,B-Condition
139788,9692,to,O
139789,9692,study,B-Drug
139790,9692,medication,I-Drug
139791,9693,Lower,B-Procedure
139792,9693,limb,I-Procedure
139793,9693,surgery,I-Procedure
139794,9693,preceding,O
139795,9693,year,O
139796,9694,Unable,O
139797,9694,to,O
139798,9694,complete,O
139799,9694,baseline,O
139800,9694,testing,O
139801,9694,",",O
139802,9694,pre,O
139803,9694,-,O
139804,9694,existing,O
139805,9694,neurological,B-Condition
139806,9694,deficit,I-Condition
139807,9695,Contraindication,B-Condition
139808,9695,to,O
139809,9695,spinal,B-Procedure
139810,9695,anaesthesia,I-Procedure
139811,9696,Patients,O
139812,9696,undergoing,O
139813,9696,total,B-Procedure
139814,9696,knee,I-Procedure
139815,9696,arthroplasty,I-Procedure
139816,9696,under,O
139817,9696,spinal,B-Procedure
139818,9696,anaesthesia,I-Procedure
139819,9697,45y,O
139820,9697,or,O
139821,9697,older,O
139822,9698,ASA,O
139823,9698,1,O
139824,9698,-,O
139825,9698,3,O
139826,9699,BMI,O
139827,9699,18,O
139828,9699,-,O
139829,9699,35,O
139830,9700,Patient,O
139831,9700,has,O
139832,9700,history,B-Observation
139833,9700,of,I-Observation
139834,9700,loose,B-Condition
139835,9700,or,I-Condition
139836,9700,watery,I-Condition
139837,9700,stools,I-Condition
139838,9701,Patient,O
139839,9701,has,O
139840,9701,both,O
139841,9701,clinically,B-Condition
139842,9701,significant,I-Condition
139843,9701,findings,I-Condition
139844,9701,and,O
139845,9701,unexplained,O
139846,9701,clinically,B-Condition
139847,9701,significant,I-Condition
139848,9701,alarm,I-Condition
139849,9701,symptoms,I-Condition
139850,9702,Patient,O
139851,9702,has,O
139852,9702,symptoms,O
139853,9702,of,O
139854,9702,or,O
139855,9702,been,O
139856,9702,diagnosed,O
139857,9702,with,O
139858,9702,a,O
139859,9702,medical,B-Condition
139860,9702,condition,I-Condition
139861,9702,that,O
139862,9702,may,O
139863,9702,contribute,O
139864,9702,to,O
139865,9702,abdominal,B-Condition
139866,9702,pain,I-Condition
139867,9703,Patient,O
139868,9703,has,O
139869,9703,any,O
139870,9703,protocol,O
139871,9703,-,O
139872,9703,excluded,O
139873,9703,or,O
139874,9703,clinically,O
139875,9703,significant,O
139876,9703,medical,B-Observation
139877,9703,or,I-Observation
139878,9703,surgical,I-Observation
139879,9703,history,I-Observation
139880,9703,that,O
139881,9703,could,O
139882,9703,confound,O
139883,9703,the,O
139884,9703,study,O
139885,9703,assessments,O
139886,9704,Patient,O
139887,9704,meets,O
139888,9704,protocol,O
139889,9704,criteria,O
139890,9704,for,O
139891,9704,diagnosis,O
139892,9704,of,O
139893,9704,IBS,B-Condition
139894,9704,-,I-Condition
139895,9704,C,I-Condition
139896,9704,",",O
139897,9704,abdominal,B-Condition
139898,9704,pain,I-Condition
139899,9704,",",O
139900,9704,abdominal,B-Condition
139901,9704,bloating,I-Condition
139902,9704,and,O
139903,9704,abdominal,B-Condition
139904,9704,girth,I-Condition
139905,9705,(,O
139906,9705,1,O
139907,9705,),O
139908,9705,Uterine,B-Condition
139909,9705,abnormalities,I-Condition
139910,9705,(,O
139911,9705,e.g.,O
139912,9705,septate,B-Condition
139913,9705,",",I-Condition
139914,9705,bicornuate,I-Condition
139915,9705,and,I-Condition
139916,9705,fibroid,I-Condition
139917,9705,uterus,I-Condition
139918,9705,",",O
139919,9705,Asherman,B-Condition
139920,9705,Syndrome,I-Condition
139921,9705,),O
139922,9705,.,O
139923,9706,Concurrent,O
139924,9706,use,O
139925,9706,of,O
139926,9706,organic,B-Drug
139927,9706,nitrites,I-Drug
139928,9706,and,O
139929,9706,nitrates,B-Drug
139930,9706,.,O
139931,9707,Severe,O
139932,9707,hepatic,B-Condition
139933,9707,impairment,I-Condition
139934,9707,.,O
139935,9708,Severe,O
139936,9708,renal,B-Condition
139937,9708,impairment,I-Condition
139938,9708,.,O
139939,9709,Hypotension,B-Condition
139940,9709,.,O
139941,9710,Recent,O
139942,9710,stroke,B-Condition
139943,9710,or,O
139944,9710,heart,B-Condition
139945,9710,attack,I-Condition
139946,9710,.,O
139947,9711,(,O
139948,9711,1,O
139949,9711,),O
139950,9711,cases,O
139951,9711,of,O
139952,9711,infertility,B-Condition
139953,9711,",",O
139954,9711,older,O
139955,9711,than,O
139956,9711,20,O
139957,9711,years,O
139958,9711,of,O
139959,9711,age,B-Person
139960,9711,and,O
139961,9711,not,O
139962,9711,older,O
139963,9711,than,O
139964,9711,40,O
139965,9711,years,O
139966,9711,.,O
139967,9712,(,O
139968,9712,2,O
139969,9712,),O
139970,9712,Body,O
139971,9712,mass,O
139972,9712,index,O
139973,9712,(,O
139974,9712,BMI):20,O
139975,9712,-,O
139976,9712,29,O
139977,9712,.,O
139978,9713,(,O
139979,9713,3,O
139980,9713,),O
139981,9713,women,B-Person
139982,9713,have,O
139983,9713,experienced,O
139984,9713,two,O
139985,9713,or,O
139986,9713,more,O
139987,9713,implantation,B-Procedure
139988,9713,failure,O
139989,9713,attributed,B-Mood
139990,9713,to,I-Mood
139991,9713,inadequate,B-Condition
139992,9713,endometrial,I-Condition
139993,9713,development,I-Condition
139994,9713,.,O
139995,9714,Any,O
139996,9714,intraocular,B-Condition
139997,9714,inflammation,I-Condition
139998,9714,in,O
139999,9714,the,O
140000,9714,study,O
140001,9714,eye,O
140002,9714,present,O
140003,9714,during,O
140004,9714,the,O
140005,9714,screening,O
140006,9714,slit,B-Procedure
140007,9714,lamp,I-Procedure
140008,9714,examination,I-Procedure
140009,9715,Score,O
140010,9715,greater,O
140011,9715,than,O
140012,9715,"""",O
140013,9715,0,O
140014,9715,"""",O
140015,9715,on,O
140016,9715,the,O
140017,9715,Ocular,O
140018,9715,Pain,O
140019,9715,Assessment,O
140020,9715,in,O
140021,9715,the,O
140022,9715,study,O
140023,9715,eye,O
140024,9715,at,O
140025,9715,Screening,O
140026,9716,Any,O
140027,9716,intraocular,B-Condition
140028,9716,inflammation,I-Condition
140029,9716,in,O
140030,9716,the,O
140031,9716,study,O
140032,9716,eye,O
140033,9716,present,O
140034,9716,during,O
140035,9716,the,O
140036,9716,screening,O
140037,9716,slit,B-Procedure
140038,9716,lamp,I-Procedure
140039,9716,examination,I-Procedure
140040,9717,Has,O
140041,9717,a,O
140042,9717,cataract,B-Condition
140043,9717,and,O
140044,9717,is,O
140045,9717,expected,O
140046,9717,to,O
140047,9717,undergo,O
140048,9717,clear,B-Procedure
140049,9717,corneal,I-Procedure
140050,9717,cataract,I-Procedure
140051,9717,surgery,I-Procedure
140052,9717,with,O
140053,9717,phacoemulsification,O
140054,9717,and,O
140055,9717,implantation,O
140056,9717,of,O
140057,9717,a,O
140058,9717,posterior,O
140059,9717,chamber,O
140060,9717,intraocular,O
140061,9717,lens,O
140062,9718,Has,O
140063,9718,a,O
140064,9718,potential,O
140065,9718,post,O
140066,9718,-,O
140067,9718,operative,O
140068,9718,pinhole,O
140069,9718,corrected,O
140070,9718,Snellen,O
140071,9718,VA,O
140072,9718,of,O
140073,9718,at,O
140074,9718,least,O
140075,9718,20/200,O
140076,9718,or,O
140077,9718,better,O
140078,9718,in,O
140079,9718,both,O
140080,9718,eyes,O
140081,9719,Inability,O
140082,9719,to,O
140083,9719,obtain,O
140084,9719,consent,O
140085,9719,from,O
140086,9719,patient,O
140087,9719,or,O
140088,9719,patients,O
140089,9719,kin,O
140090,9720,Pregnant,O
140091,9720,women,O
140092,9721,less,O
140093,9721,than,O
140094,9721,18,O
140095,9721,years,O
140096,9721,of,O
140097,9721,age,B-Person
140098,9721,of,O
140099,9721,more,O
140100,9721,than,O
140101,9721,80,O
140102,9721,years,O
140103,9721,of,O
140104,9721,age,B-Person
140105,9722,Hunt,O
140106,9722,Hess,O
140107,9722,Grade,O
140108,9722,5,O
140109,9722,SAH,B-Condition
140110,9723,Adult,B-Person
140111,9723,patient,O
140112,9723,",",O
140113,9723,age,B-Person
140114,9723,18,O
140115,9723,-,O
140116,9723,80,O
140117,9723,years,O
140118,9723,old,O
140119,9723,",",O
140120,9723,with,O
140121,9723,ruptured,B-Condition
140122,9723,aneurysm(s,I-Condition
140123,9723,),O
140124,9723,who,O
140125,9723,experience,O
140126,9723,cerebral,B-Condition
140127,9723,vasospasm,I-Condition
140128,9723,post,O
140129,9723,operatively,O
140130,9723,within,O
140131,9723,3,O
140132,9723,-,O
140133,9723,21,O
140134,9723,days,O
140135,9723,.,O
140136,9724,ileus,B-Condition
140137,9725,known,B-Mood
140138,9725,or,O
140139,9725,suspected,B-Mood
140140,9725,bowel,B-Condition
140141,9725,obstruction,I-Condition
140142,9726,active,O
140143,9726,bowel,B-Condition
140144,9726,inflammation,I-Condition
140145,9727,pregnancy,B-Condition
140146,9728,any,O
140147,9728,presence,O
140148,9728,of,O
140149,9728,serious,B-Condition
140150,9728,medical,I-Condition
140151,9728,conditions,I-Condition
140152,9728,(,O
140153,9728,esp,O
140154,9728,.,O
140155,9728,cardiac,B-Condition
140156,9728,",",I-Condition
140157,9728,renal,I-Condition
140158,9728,",",I-Condition
140159,9728,liver,I-Condition
140160,9728,diseases,I-Condition
140161,9728,),O
140162,9729,history,B-Observation
140163,9729,of,I-Observation
140164,9729,prior,O
140165,9729,colonic,B-Procedure
140166,9729,or,I-Procedure
140167,9729,rectal,I-Procedure
140168,9729,surgery,I-Procedure
140169,9730,inability,O
140170,9730,to,O
140171,9730,obtain,O
140172,9730,valid,O
140173,9730,data,O
140174,9730,from,O
140175,9731,Subjects,O
140176,9731,referred,O
140177,9731,to,O
140178,9731,diagnostic,B-Observation
140179,9731,or,O
140180,9731,therapeutic,B-Observation
140181,9731,colonoscopy,B-Procedure
140182,9731,.,O
140183,9732,cardiac,B-Condition
140184,9732,or,I-Condition
140185,9732,non,I-Condition
140186,9732,-,I-Condition
140187,9732,cardiac,I-Condition
140188,9732,illness,I-Condition
140189,9732,with,O
140190,9732,life,B-Observation
140191,9732,expectancy,I-Observation
140192,9732,of,O
140193,9732,less,O
140194,9732,than,O
140195,9732,two,O
140196,9732,years,O
140197,9732,;,O
140198,9733,failure,O
140199,9733,to,O
140200,9733,advance,B-Procedure
140201,9733,the,I-Procedure
140202,9733,IVUS,I-Procedure
140203,9733,catheter,I-Procedure
140204,9733,through,O
140205,9733,the,O
140206,9733,culprit,O
140207,9733,lesion,O
140208,9733,;,O
140209,9734,acute,B-Condition
140210,9734,coronary,I-Condition
140211,9734,syndrome,I-Condition
140212,9735,congestive,B-Condition
140213,9735,heart,I-Condition
140214,9735,failure,I-Condition
140215,9735,NYHA,O
140216,9735,III,O
140217,9735,-,O
140218,9735,IV,O
140219,9736,diabetes,B-Condition
140220,9736,mellitus,I-Condition
140221,9737,chronic,B-Condition
140222,9737,kidney,I-Condition
140223,9737,disease,I-Condition
140224,9738,previous,O
140225,9738,PCI,B-Procedure
140226,9738,in,O
140227,9738,the,O
140228,9738,target,O
140229,9738,vessel,O
140230,9739,heavily,B-Condition
140231,9739,calcified,I-Condition
140232,9739,vessels,I-Condition
140233,9740,allergy,B-Condition
140234,9740,to,O
140235,9740,metformin,B-Drug
140236,9741,age,B-Person
140237,9741,=,O
140238,9741,18,O
140239,9741,and,O
140240,9741,<,O
140241,9741,75,O
140242,9741,years,O
140243,9741,;,O
140244,9742,patients,O
140245,9742,with,O
140246,9742,stable,O
140247,9742,coronary,B-Condition
140248,9742,artery,I-Condition
140249,9742,disease,I-Condition
140250,9742,referred,B-Mood
140251,9742,to,I-Mood
140252,9742,PCI,B-Procedure
140253,9742,in,O
140254,9742,an,O
140255,9742,artery,O
140256,9742,suitable,O
140257,9742,for,O
140258,9742,IVUS,O
140259,9742,pullback,O
140260,9742,;,O
140261,9743,signed,O
140262,9743,informed,O
140263,9743,consent,O
140264,9743,before,O
140265,9743,PCI,O
140266,9743,.,O
140267,9744,Patients,O
140268,9744,with,O
140269,9744,known,B-Mood
140270,9744,or,O
140271,9744,suspected,B-Mood
140272,9744,heparin,B-Drug
140273,9744,induced,O
140274,9744,thrombocytopenia,B-Condition
140275,9744,prior,O
140276,9744,to,O
140277,9744,consent,O
140278,9745,Patients,O
140279,9745,with,O
140280,9745,hepatic,B-Condition
140281,9745,failure,I-Condition
140282,9745,defined,O
140283,9745,as,O
140284,9745,coagulopathy,B-Condition
140285,9745,with,O
140286,9745,elevated,O
140287,9745,transaminases,O
140288,9745,more,O
140289,9745,than,O
140290,9745,three,O
140291,9745,times,O
140292,9745,normal,O
140293,9745,values,O
140294,9746,Patients,O
140295,9746,with,O
140296,9746,plan,O
140297,9746,to,O
140298,9746,decannulate,B-Procedure
140299,9746,from,I-Procedure
140300,9746,ECMO,I-Procedure
140301,9746,within,O
140302,9746,48,O
140303,9746,hours,O
140304,9747,Known,B-Mood
140305,9747,or,O
140306,9747,suspected,B-Mood
140307,9747,pregnant,B-Condition
140308,9747,women,B-Person
140309,9748,Previous,O
140310,9748,enrollment,O
140311,9748,in,O
140312,9748,this,O
140313,9748,study,O
140314,9749,Primary,O
140315,9749,language,O
140316,9749,spoken,O
140317,9749,that,O
140318,9749,is,O
140319,9749,not,O
140320,9749,English,O
140321,9749,or,O
140322,9749,Spanish,O
140323,9750,Age,B-Person
140324,9750,1,O
140325,9750,day,O
140326,9750,to,O
140327,9750,less,O
140328,9750,than,O
140329,9750,18,O
140330,9750,years,O
140331,9751,Cared,O
140332,9751,for,O
140333,9751,in,O
140334,9751,the,O
140335,9751,pediatric,O
140336,9751,intensive,O
140337,9751,care,O
140338,9751,unit,O
140339,9751,or,O
140340,9751,pediatric,O
140341,9751,cardiac,O
140342,9751,intensive,O
140343,9751,care,O
140344,9751,unit,O
140345,9752,receiving,O
140346,9752,venovenous,B-Procedure
140347,9752,or,I-Procedure
140348,9752,venoarterial,I-Procedure
140349,9752,ECMO,I-Procedure
140350,9753,History,B-Observation
140351,9753,of,O
140352,9753,significant,O
140353,9753,head,B-Condition
140354,9753,trauma,I-Condition
140355,9753,",",O
140356,9753,seizure,B-Condition
140357,9753,disorder,I-Condition
140358,9753,",",O
140359,9753,or,O
140360,9753,mental,B-Condition
140361,9753,retardation,I-Condition
140362,9754,History,B-Observation
140363,9754,of,O
140364,9754,alcohol,O
140365,9754,or,O
140366,9754,drug,B-Condition
140367,9754,abuse,I-Condition
140368,9754,or,O
140369,9754,dependence,O
140370,9754,within,O
140371,9754,1,O
140372,9754,month,O
140373,9754,prior,O
140374,9754,to,O
140375,9754,study,O
140376,9754,entry,O
140377,9755,History,B-Observation
140378,9755,of,O
140379,9755,violence,B-Observation
140380,9755,within,O
140381,9755,6,O
140382,9755,months,O
140383,9755,prior,O
140384,9755,to,O
140385,9755,study,O
140386,9755,entry,O
140387,9756,Diagnosis,O
140388,9756,of,O
140389,9756,schizophrenia,B-Condition
140390,9756,or,O
140391,9756,schizoaffective,B-Condition
140392,9756,disorder,I-Condition
140393,9757,If,O
140394,9757,entering,O
140395,9757,the,O
140396,9757,study,O
140397,9757,as,O
140398,9757,an,O
140399,9757,inpatient,O
140400,9757,",",O
140401,9757,hospitalization,O
140402,9757,was,O
140403,9757,recent,O
140404,9758,Currently,O
140405,9758,receiving,O
140406,9758,treatment,B-Procedure
140407,9758,with,O
140408,9758,an,O
140409,9758,atypical,B-Drug
140410,9758,antipsychotic,I-Drug
140411,9758,and,O
140412,9758,continuation,B-Procedure
140413,9758,on,I-Procedure
140414,9758,the,I-Procedure
140415,9758,medication,I-Procedure
140416,9758,has,O
140417,9758,been,O
140418,9758,recommended,B-Mood
140419,9759,Assumes,O
140420,9759,primary,O
140421,9759,responsibility,O
140422,9759,for,O
140423,9759,taking,O
140424,9759,medication,O
140425,9760,Currently,O
140426,9760,living,B-Observation
140427,9760,in,I-Observation
140428,9760,a,I-Observation
140429,9760,stable,I-Observation
140430,9760,environment,I-Observation
140431,9761,Purulent,B-Condition
140432,9761,infection,I-Condition
140433,9762,Refusal,O
140434,9762,to,O
140435,9762,participate,O
140436,9763,Allergy,B-Condition
140437,9763,to,O
140438,9763,tested,B-Drug
140439,9763,material,I-Drug
140440,9764,Patients,O
140441,9764,after,O
140442,9764,throat,B-Procedure
140443,9764,surgeries,I-Procedure
140444,9764,:,O
140445,9764,tonsillectomy,B-Procedure
140446,9764,",",O
140447,9764,adenotonsillectomy,B-Procedure
140448,9764,",",O
140449,9764,uvulopalatoplasty,B-Procedure
140450,9764,",",O
140451,9764,uvulopalatopharyngoplasty,B-Procedure
140452,9765,Patients,O
140453,9765,with,O
140454,9765,acute,B-Condition
140455,9765,throat,I-Condition
140456,9765,diseases,I-Condition
140457,9765,:,O
140458,9765,pharyngitis,B-Condition
140459,9765,",",O
140460,9765,tonsillitis,B-Condition
140461,9765,",",O
140462,9765,pharyngotonsillitis,B-Condition
140463,9766,NA,O
140464,9767,children,B-Person
140465,9767,and,O
140466,9767,teenagers,B-Person
140467,9767,aged,B-Person
140468,9767,less,O
140469,9767,than,O
140470,9767,20,O
140471,9767,years,O
140472,9767,",",O
140473,9768,history,B-Observation
140474,9768,of,O
140475,9768,gastrectomy,B-Procedure
140476,9768,",",O
140477,9769,gastric,B-Condition
140478,9769,malignancy,I-Condition
140479,9769,",",O
140480,9769,including,O
140481,9769,adenocarcinoma,B-Condition
140482,9769,and,O
140483,9769,lymphoma,B-Condition
140484,9769,",",O
140485,9770,previous,O
140486,9770,allergic,B-Condition
140487,9770,reaction,I-Condition
140488,9770,to,O
140489,9770,antibiotics,B-Drug
140490,9770,(,O
140491,9770,bismuth,B-Drug
140492,9770,",",O
140493,9770,amoxicillin,B-Drug
140494,9770,",",O
140495,9770,metronidazole,B-Drug
140496,9770,",",O
140497,9770,clarithromycin,B-Drug
140498,9770,",",O
140499,9770,tetracycline,B-Drug
140500,9770,),O
140501,9770,and,O
140502,9770,PPI,B-Drug
140503,9770,(,O
140504,9770,esomeprazole,B-Drug
140505,9770,),O
140506,9770,",",O
140507,9771,contraindication,B-Condition
140508,9771,to,O
140509,9771,treatment,B-Drug
140510,9771,drugs,I-Drug
140511,9771,",",O
140512,9772,pregnant,B-Condition
140513,9772,or,O
140514,9772,lactating,B-Condition
140515,9772,women,B-Person
140516,9772,",",O
140517,9773,severe,O
140518,9773,concurrent,O
140519,9773,disease,B-Condition
140520,9773,",",O
140521,9774,concomitant,O
140522,9774,use,O
140523,9774,of,O
140524,9774,clopidogrel,B-Drug
140525,9774,",",O
140526,9774,or,O
140527,9774,(,O
140528,9774,9,O
140529,9774,),O
140530,9774,Unwilling,O
140531,9774,to,O
140532,9774,accept,O
140533,9774,random,O
140534,9774,assignment,O
140535,9774,of,O
140536,9774,subjects,O
140537,9775,Any,O
140538,9775,other,O
140539,9775,primary,O
140540,9775,DSM,O
140541,9775,-,O
140542,9775,IV,O
140543,9775,diagnosis,B-Condition
140544,9775,;,O
140545,9775,DSM,O
140546,9775,-,O
140547,9775,IV,O
140548,9775,criteria,O
140549,9775,for,O
140550,9775,body,B-Condition
140551,9775,dysmorphic,I-Condition
140552,9775,disorder,I-Condition
140553,9775,",",O
140554,9775,bipolar,B-Condition
140555,9775,affective,I-Condition
140556,9775,disorder,I-Condition
140557,9775,",",O
140558,9775,schizophrenia,B-Condition
140559,9775,",",O
140560,9775,psychotic,B-Condition
140561,9775,disorder,I-Condition
140562,9775,",",I-Condition
140563,9775,current,O
140564,9775,alcohol,B-Condition
140565,9775,/,I-Condition
140566,9775,substance,I-Condition
140567,9775,abuse,I-Condition
140568,9775,.,O
140569,9776,A,O
140570,9776,previous,O
140571,9776,adequate,O
140572,9776,trial,O
140573,9776,of,O
140574,9776,topiramate,B-Drug
140575,9777,Comorbid,O
140576,9777,major,B-Condition
140577,9777,depressive,I-Condition
140578,9777,disorder,I-Condition
140579,9777,diagnosis,O
140580,9777,which,O
140581,9777,predates,O
140582,9777,OCD,O
140583,9777,diagnosis,O
140584,9778,Cognitive,B-Procedure
140585,9778,behavioural,I-Procedure
140586,9778,therapy,I-Procedure
140587,9778,or,O
140588,9778,additional,O
140589,9778,psychotherapy,B-Procedure
140590,9778,in,O
140591,9778,past,O
140592,9778,four,O
140593,9778,months,O
140594,9779,Allergy,B-Condition
140595,9779,or,O
140596,9779,hypersensitivity,B-Condition
140597,9779,to,O
140598,9779,topiramate,B-Drug
140599,9780,BMI,O
140600,9780,<,O
140601,9780,20,O
140602,9781,History,B-Observation
140603,9781,of,I-Observation
140604,9781,kidney,B-Condition
140605,9781,stones,I-Condition
140606,9782,Outpatient,O
140607,9782,with,O
140608,9782,primary,O
140609,9782,DSM-,O
140610,9782,IV,O
140611,9782,OCD,B-Condition
140612,9783,Completion,O
140613,9783,of,O
140614,9783,a,O
140615,9783,14,O
140616,9783,-,O
140617,9783,week,O
140618,9783,open,O
140619,9783,label,O
140620,9783,trial,O
140621,9783,of,O
140622,9783,one,O
140623,9783,the,O
140624,9783,following,O
140625,9783,SRI,O
140626,9783,'s,O
140627,9783,:,O
140628,9783,fluoxetine,B-Drug
140629,9783,80,O
140630,9783,mg,O
140631,9783,/,O
140632,9783,day,O
140633,9783,",",O
140634,9783,paroxetine,B-Drug
140635,9783,60,O
140636,9783,mg,O
140637,9783,/,O
140638,9783,day,O
140639,9783,",",O
140640,9783,fluvoxamine,B-Drug
140641,9783,300,O
140642,9783,mg,O
140643,9783,/,O
140644,9783,day,O
140645,9783,",",O
140646,9783,clomipramine,B-Drug
140647,9783,250,O
140648,9783,mg,O
140649,9783,/,O
140650,9783,day,O
140651,9783,",",O
140652,9783,sertraline,B-Drug
140653,9783,200,O
140654,9783,mg,O
140655,9783,/,O
140656,9783,day,O
140657,9783,",",O
140658,9783,citalopram,B-Drug
140659,9783,60,O
140660,9783,mg,O
140661,9783,/,O
140662,9783,day,O
140663,9783,",",O
140664,9783,escitalopram,B-Drug
140665,9783,30,O
140666,9783,mg,O
140667,9783,/,O
140668,9783,day,O
140669,9783,and,O
140670,9783,demonstrating,O
140671,9783,a,O
140672,9783,non,O
140673,9783,or,O
140674,9783,partial,O
140675,9783,responses,B-Condition
140676,9783,to,I-Condition
140677,9783,SRI,B-Procedure
140678,9783,treatment,I-Procedure
140679,9783,(,O
140680,9783,CGI,O
140681,9783,-,O
140682,9783,I,O
140683,9783,of,O
140684,9783,3,O
140685,9783,or,O
140686,9783,4,O
140687,9783,",",O
140688,9783,Y,O
140689,9783,-,O
140690,9783,BOCS,O
140691,9783,reduction,O
140692,9783,of,O
140693,9783,<,O
140694,9783,35,O
140695,9783,%,O
140696,9783,),O
140697,9784,Stable,O
140698,9784,(,O
140699,9784,8,O
140700,9784,wks,O
140701,9784,or,O
140702,9784,longer,O
140703,9784,),O
140704,9784,concurrent,O
140705,9784,medications,B-Drug
140706,9784,including,O
140707,9784,benzodiazepines,B-Drug
140708,9784,",",O
140709,9784,sedative,B-Drug
140710,9784,hypnotics,I-Drug
140711,9784,",",O
140712,9784,antipsychotics,B-Drug
140713,9784,",",O
140714,9784,and,O
140715,9784,antidepressants,B-Drug
140716,9784,.,O
140717,9785,Type,B-Condition
140718,9785,1,I-Condition
140719,9785,diabetes,I-Condition
140720,9786,uncontrolled,O
140721,9786,diabetes,B-Condition
140722,9786,mellitus,I-Condition
140723,9786,type,I-Condition
140724,9786,2,I-Condition
140725,9786,with,O
140726,9786,fasting,O
140727,9786,glucose,O
140728,9786,>,O
140729,9786,13.3,O
140730,9786,mmol,O
140731,9786,/,O
140732,9786,l,O
140733,9786,confirmed,O
140734,9786,on,O
140735,9786,a,O
140736,9786,second,O
140737,9786,day,O
140738,9787,known,O
140739,9787,or,O
140740,9787,suspected,O
140741,9787,hypersensitivity,B-Condition
140742,9787,to,O
140743,9787,empagliflozin,B-Drug
140744,9787,",",O
140745,9787,glimepiride,B-Drug
140746,9787,",",O
140747,9787,or,O
140748,9787,any,O
140749,9787,excipients,O
140750,9787,;,O
140751,9787,and,O
140752,9787,/,O
140753,9787,or,O
140754,9787,known,O
140755,9787,or,O
140756,9787,suspected,O
140757,9787,hypersensitivity,B-Condition
140758,9787,to,O
140759,9787,sulfonylureas,B-Drug
140760,9787,",",O
140761,9787,sulfonamides,B-Drug
140762,9787,or,O
140763,9787,SGLT2,B-Drug
140764,9787,inhibitors,I-Drug
140765,9787,in,O
140766,9787,general,O
140767,9788,history,O
140768,9788,of,O
140769,9788,multiple,O
140770,9788,severe,O
140771,9788,hypoglycemic,B-Condition
140772,9788,episodes,I-Condition
140773,9788,within,O
140774,9788,the,O
140775,9788,last,O
140776,9788,two,O
140777,9788,years,O
140778,9789,use,O
140779,9789,of,O
140780,9789,Insulin,B-Drug
140781,9789,",",O
140782,9789,SGLT2,B-Drug
140783,9789,-,I-Drug
140784,9789,inhibitor,I-Drug
140785,9789,",",O
140786,9789,sulfonylurea,B-Drug
140787,9789,derivate,I-Drug
140788,9789,or,O
140789,9789,a,O
140790,9789,glinide,B-Drug
140791,9789,within,O
140792,9789,past,O
140793,9789,3,O
140794,9789,months,O
140795,9790,clinical,O
140796,9790,significant,O
140797,9790,macular,B-Condition
140798,9790,edema,I-Condition
140799,9790,in,O
140800,9790,both,O
140801,9790,eyes,O
140802,9790,and,O
140803,9790,indication,O
140804,9790,for,O
140805,9790,intravitreal,B-Procedure
140806,9790,anti,I-Procedure
